Date,Delay (minutes),Delay (%),Airport,Abbreviation
March 2003,33.8,3.13,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2003,55.0,1.3,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2003,93.0,1.47,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2003,196.18,7.48,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2003,121.83,3.55,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2003,135.38,4.76,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2003,66.25,3.13,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2003,152.14,5.34,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2003,30.33,1.34,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2003,44.29,7.1,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2004,35.54,7.72,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2004,61.16,6.49,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2004,69.33,6.45,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2004,50.2,1.86,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2004,82.27,2.78,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2004,104.65,4.74,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2004,117.62,4.38,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2004,145.28,5.29,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2004,55.62,2.59,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2004,33.4,4.02,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2004,58.67,3.7,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2004,125.9,3.71,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2005,41.53,9.57,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2005,42.68,4.33,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2005,46.82,8.52,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2005,56.27,3.77,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2005,94.31,2.81,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2005,76.77,7.85,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2005,115.03,4.78,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2005,70.73,5.21,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2005,60.19,3.85,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2005,96.81,4.64,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2005,130.69,5.02,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2005,75.55,9.71,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2006,51.85,7.63,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2006,53.03,7.04,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2006,45.24,8.21,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2006,43.22,8.57,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2006,46.57,6.64,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2006,45.79,6.29,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2006,67.43,6.61,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2006,44.04,5.39,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2006,67.66,4.92,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2006,65.43,9.11,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2006,44.52,6.21,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2006,45.04,6.25,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2007,44.38,6.48,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2007,54.07,7.14,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2007,45.64,7.77,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2007,48.95,5.88,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2007,55.1,6.89,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2007,61.37,9.99,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2007,45.31,9.08,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2007,52.33,5.81,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2007,61.21,6.24,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2007,55.48,7.7,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2007,47.85,6.27,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2007,61.0,6.58,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2008,45.91,7.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2008,58.31,7.83,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2008,95.44,5.7,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2008,56.6,14.4,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2008,49.57,10.05,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2008,57.33,9.73,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2008,67.8,11.31,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2008,65.31,8.71,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2008,55.63,5.12,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2008,55.81,7.9,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2008,46.68,6.4,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2008,72.93,12.84,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2009,61.28,10.13,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2009,41.31,9.55,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2009,86.12,6.41,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2009,74.77,7.96,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2009,47.83,6.03,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2009,64.37,8.61,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2009,74.83,6.7,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2009,94.92,6.24,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2009,56.67,3.58,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2009,71.65,6.36,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2009,45.94,6.8,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2009,57.0,10.68,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2010,49.66,10.89,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2010,57.67,10.63,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2010,48.16,7.41,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2010,61.17,4.94,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2010,81.71,4.78,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2010,60.82,7.02,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2010,51.36,6.31,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2010,73.54,7.12,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2010,53.22,4.89,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2010,69.2,2.58,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2010,48.39,4.38,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2010,52.45,9.89,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2011,67.28,7.55,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2011,60.16,10.55,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2011,87.64,11.04,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2011,59.21,4.52,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2011,59.73,3.89,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2011,80.76,6.6,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2011,63.32,3.92,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2011,49.91,5.36,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2011,43.51,4.14,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2011,43.27,4.2,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2011,53.72,4.94,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2011,75.5,6.43,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2012,71.58,7.05,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2012,48.84,6.14,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2012,50.41,7.27,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2012,66.44,5.93,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2012,76.19,5.52,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2012,82.43,5.11,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2012,74.47,8.87,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2012,61.91,10.71,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2012,81.16,5.93,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2012,67.26,7.71,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2012,60.96,7.8,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2012,58.69,11.89,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2013,74.05,9.43,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2013,59.84,6.93,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2013,62.96,14.8,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2013,73.14,11.97,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2013,99.2,12.56,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2013,68.59,12.11,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2013,65.36,7.49,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2013,76.67,11.19,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2013,55.12,4.43,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2013,77.71,6.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2013,59.49,6.22,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2013,58.18,8.72,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2014,48.53,7.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2014,72.89,10.56,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2014,46.54,7.54,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2014,97.85,4.78,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2014,58.28,4.64,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2014,60.29,5.31,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2014,51.39,5.65,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2014,92.0,4.69,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2014,49.5,6.92,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2014,48.62,9.05,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2014,42.47,8.48,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2014,77.97,10.03,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2015,47.5,12.02,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2015,55.54,15.01,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2015,45.24,11.62,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2015,47.39,5.39,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2015,53.11,7.23,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2015,74.14,5.87,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2015,45.67,7.16,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2015,69.55,12.04,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2015,50.49,10.83,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2015,55.83,6.72,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2015,87.75,5.65,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2015,64.63,6.38,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2016,54.06,14.24,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2016,42.3,9.43,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2016,56.09,13.12,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2016,35.07,6.04,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2016,43.96,5.23,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2016,87.02,9.76,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2016,56.41,10.61,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2016,50.95,8.41,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2016,48.63,7.16,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2016,51.77,9.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2016,57.05,6.03,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2016,68.72,12.68,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2017,48.3,15.74,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2017,63.75,18.73,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2017,104.3,11.7,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2017,53.37,9.52,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2017,85.94,8.19,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2017,51.52,7.66,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2017,92.52,6.72,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2017,72.95,4.31,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2017,39.48,4.18,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2017,54.77,8.92,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2017,51.53,9.03,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2017,57.82,14.82,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2018,62.42,9.01,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2018,72.31,15.94,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2018,44.86,15.0,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2018,72.26,8.81,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2018,72.08,6.59,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2018,43.65,6.62,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2018,51.52,6.1,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2018,109.34,13.76,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2018,54.91,4.87,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2018,61.12,6.36,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2018,93.23,6.73,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2018,45.9,7.53,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2019,57.03,9.7,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2019,45.06,16.18,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2019,51.16,11.01,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2019,53.31,7.17,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2019,74.16,7.09,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2019,75.96,8.55,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2019,83.71,7.4,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2019,69.41,6.98,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2019,99.56,4.88,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2019,45.18,9.33,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2019,69.57,6.09,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2019,63.39,9.51,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2020,64.38,10.64,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2020,77.78,6.17,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2020,84.25,7.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2020,297.5,1.2,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2020,42.1,4.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2020,27.62,4.28,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2020,37.91,2.12,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2020,277.2,1.07,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2020,70.4,1.72,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2020,59.37,3.58,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2020,75.28,4.47,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2020,79.0,4.88,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2021,202.88,2.9,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2021,89.71,5.35,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2021,63.51,8.44,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2021,50.87,10.23,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2021,56.86,8.54,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2021,54.14,10.57,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2021,65.8,13.99,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2021,55.03,8.11,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2021,48.99,4.92,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2021,59.11,6.76,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2021,54.16,9.63,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2021,82.85,19.95,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2022,83.42,17.24,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2022,41.33,11.16,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2022,47.99,15.93,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2022,53.43,17.61,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
